temperature,date
13.49,2025-03-06 04:10:37.216914+00:00
13.46,2025-03-06 04:40:37.052595+00:00
13.38,2025-03-06 05:10:36.791921+00:00
13.33,2025-03-06 05:40:36.578611+00:00
13.3,2025-03-06 06:10:36.511408+00:00
13.24,2025-03-06 06:40:36.113268+00:00
13.17,2025-03-06 07:10:35.814361+00:00
13.16,2025-03-06 07:40:35.633753+00:00
13.12,2025-03-06 08:10:35.344349+00:00
13.09,2025-03-06 09:10:34.841596+00:00
13.14,2025-03-06 09:40:34.727420+00:00
13.21,2025-03-06 10:10:34.379243+00:00
13.3,2025-03-06 10:40:34.200833+00:00
13.37,2025-03-06 11:10:33.810781+00:00
13.48,2025-03-06 11:40:33.665416+00:00
13.62,2025-03-06 12:10:33.388618+00:00
13.75,2025-03-06 12:40:33.185965+00:00
13.92,2025-03-06 13:10:33.125229+00:00
14.09,2025-03-06 13:40:32.845182+00:00
14.27,2025-03-06 14:10:32.602717+00:00
14.4,2025-03-06 14:40:32.277964+00:00
14.56,2025-03-06 15:10:32.054752+00:00
14.68,2025-03-06 15:40:31.787743+00:00
14.77,2025-03-06 16:10:31.657130+00:00
14.82,2025-03-06 16:40:31.493331+00:00
14.79,2025-03-06 17:10:31.211275+00:00
14.75,2025-03-06 17:40:31.042915+00:00
14.69,2025-03-06 18:10:30.924484+00:00
14.61,2025-03-06 18:40:30.716904+00:00
14.55,2025-03-06 19:10:30.470892+00:00
14.51,2025-03-06 19:40:30.189108+00:00
14.47,2025-03-06 20:10:30.021563+00:00
14.44,2025-03-06 20:40:29.809804+00:00
14.39,2025-03-06 21:10:29.418475+00:00
14.35,2025-03-06 21:40:29.129793+00:00
14.3,2025-03-06 22:10:28.945031+00:00
14.27,2025-03-06 22:40:28.865084+00:00
14.21,2025-03-06 23:10:28.492499+00:00
14.2,2025-03-06 23:40:28.232182+00:00
14.15,2025-03-07 00:10:28.042187+00:00
14.12,2025-03-07 00:40:27.769848+00:00
14.08,2025-03-07 01:40:27.426260+00:00
14.04,2025-03-07 02:10:27.218543+00:00
14.0,2025-03-07 02:40:26.865120+00:00
13.97,2025-03-07 03:10:26.639091+00:00
13.93,2025-03-07 03:40:26.480890+00:00
13.89,2025-03-07 04:40:26.066178+00:00
13.86,2025-03-07 05:10:25.813853+00:00
13.84,2025-03-07 05:40:25.638101+00:00
13.85,2025-03-07 06:10:25.345063+00:00
13.84,2025-03-07 06:40:24.811516+00:00
13.83,2025-03-07 07:10:24.604207+00:00
13.81,2025-03-07 07:40:24.376651+00:00
13.78,2025-03-07 08:10:24.056317+00:00
13.8,2025-03-07 08:40:23.743582+00:00
13.81,2025-03-07 09:10:23.582058+00:00
13.84,2025-03-07 09:40:23.303166+00:00
13.87,2025-03-07 10:10:23.084732+00:00
13.92,2025-03-07 10:40:22.844857+00:00
14.01,2025-03-07 11:10:22.506411+00:00
14.14,2025-03-07 11:40:22.253577+00:00
14.22,2025-03-07 12:10:22.034789+00:00
14.31,2025-03-07 12:40:21.789881+00:00
14.4,2025-03-07 13:10:21.526020+00:00
14.46,2025-03-07 13:40:21.291758+00:00
14.54,2025-03-07 14:10:21.030592+00:00
14.61,2025-03-07 14:40:20.933600+00:00
14.71,2025-03-07 15:10:20.710452+00:00
14.83,2025-03-07 15:40:20.294869+00:00
14.89,2025-03-07 16:10:21.085493+00:00
14.96,2025-03-07 16:40:19.922706+00:00
14.98,2025-03-07 17:10:19.792562+00:00
14.92,2025-03-07 17:40:19.539160+00:00
14.88,2025-03-07 18:10:19.278777+00:00
14.81,2025-03-07 18:40:19.091255+00:00
14.76,2025-03-07 19:10:18.889968+00:00
14.75,2025-03-07 19:40:18.711540+00:00
14.7,2025-03-07 20:10:18.542981+00:00
14.67,2025-03-07 20:40:18.276873+00:00
14.62,2025-03-07 21:10:18.094002+00:00
14.59,2025-03-07 21:40:17.779123+00:00
14.54,2025-03-07 22:10:17.529730+00:00
14.52,2025-03-07 22:40:17.469637+00:00
14.46,2025-03-07 23:10:17.320358+00:00
14.41,2025-03-07 23:40:17.012855+00:00
14.38,2025-03-08 00:10:16.818165+00:00
14.36,2025-03-08 00:40:16.460966+00:00
14.34,2025-03-08 01:10:16.144902+00:00
14.3,2025-03-08 01:40:16.077310+00:00
14.26,2025-03-08 02:10:15.739016+00:00
14.23,2025-03-08 02:40:15.491482+00:00
14.16,2025-03-08 03:10:15.184988+00:00
14.12,2025-03-08 03:40:15.004146+00:00
14.07,2025-03-08 04:10:14.821401+00:00
14.06,2025-03-08 04:40:14.438975+00:00
14.01,2025-03-08 05:10:14.307870+00:00
14.0,2025-03-08 05:40:14.116430+00:00
13.95,2025-03-08 06:10:13.824417+00:00
13.94,2025-03-08 06:40:13.535969+00:00
13.92,2025-03-08 07:10:13.274496+00:00
13.87,2025-03-08 07:40:13.074906+00:00
13.86,2025-03-08 08:10:12.904065+00:00
13.85,2025-03-08 08:40:12.589113+00:00
13.88,2025-03-08 09:10:12.309782+00:00
13.9,2025-03-08 09:40:12.108599+00:00
13.93,2025-03-08 10:10:11.961648+00:00
14.02,2025-03-08 10:40:11.691006+00:00
14.11,2025-03-08 11:10:11.377783+00:00
14.2,2025-03-08 11:40:11.180986+00:00
14.33,2025-03-08 12:10:10.964988+00:00
14.49,2025-03-08 12:40:10.772059+00:00
14.62,2025-03-08 13:10:10.504147+00:00
14.79,2025-03-08 13:40:10.293809+00:00
14.92,2025-03-08 14:10:10.072485+00:00
14.99,2025-03-08 14:40:09.798023+00:00
15.09,2025-03-08 15:10:09.506828+00:00
15.14,2025-03-08 15:40:09.297670+00:00
15.12,2025-03-08 16:10:09.000779+00:00
15.09,2025-03-08 16:40:08.801367+00:00
15.07,2025-03-08 17:10:08.584926+00:00
15.0,2025-03-08 17:40:08.380332+00:00
14.97,2025-03-08 18:10:08.219008+00:00
14.93,2025-03-08 18:40:08.055458+00:00
14.89,2025-03-08 19:10:07.810601+00:00
14.85,2025-03-08 20:10:07.131666+00:00
14.83,2025-03-08 20:40:06.893847+00:00
14.8,2025-03-08 21:10:06.548482+00:00
14.77,2025-03-08 21:40:06.427394+00:00
14.72,2025-03-08 22:10:06.170522+00:00
14.68,2025-03-08 22:40:05.881720+00:00
14.64,2025-03-08 23:10:05.671267+00:00
14.61,2025-03-09 00:10:05.273854+00:00
14.59,2025-03-09 00:40:05.037359+00:00
14.56,2025-03-09 01:10:04.666480+00:00
14.5,2025-03-09 01:40:04.279426+00:00
14.46,2025-03-09 02:10:03.976038+00:00
14.43,2025-03-09 02:40:03.880915+00:00
14.38,2025-03-09 03:10:03.611481+00:00
14.36,2025-03-09 03:40:03.277686+00:00
14.34,2025-03-09 04:10:02.989888+00:00
14.33,2025-03-09 04:40:02.892928+00:00
14.3,2025-03-09 05:10:02.658518+00:00
14.27,2025-03-09 05:40:02.489814+00:00
14.24,2025-03-09 06:10:02.208503+00:00
14.23,2025-03-09 06:40:01.927210+00:00
14.21,2025-03-09 07:10:01.756628+00:00
14.16,2025-03-09 08:10:01.463002+00:00
14.18,2025-03-09 08:40:01.183826+00:00
14.17,2025-03-09 09:10:00.980182+00:00
14.19,2025-03-09 09:40:00.815261+00:00
14.21,2025-03-09 10:10:00.516268+00:00
14.19,2025-03-09 10:40:00.358728+00:00
14.18,2025-03-09 11:39:59.755346+00:00
14.21,2025-03-09 12:09:59.455610+00:00
14.22,2025-03-09 12:39:59.327393+00:00
14.27,2025-03-09 14:09:58.522841+00:00
14.29,2025-03-09 14:39:58.338009+00:00
14.28,2025-03-09 15:39:57.845515+00:00
14.27,2025-03-09 16:39:57.336396+00:00
14.29,2025-03-09 17:09:57.094695+00:00
14.28,2025-03-09 17:39:56.809345+00:00
14.27,2025-03-09 18:09:56.570317+00:00
14.26,2025-03-09 18:39:56.412285+00:00
14.25,2025-03-09 19:09:56.141512+00:00
14.24,2025-03-09 19:39:55.917412+00:00
14.23,2025-03-09 20:39:55.459334+00:00
14.21,2025-03-09 21:09:55.277444+00:00
14.17,2025-03-09 21:39:54.959585+00:00
14.18,2025-03-09 22:09:54.691149+00:00
14.16,2025-03-09 22:39:54.446938+00:00
14.13,2025-03-09 23:09:54.279351+00:00
14.16,2025-03-09 23:39:54.042030+00:00
14.14,2025-03-10 00:09:53.765147+00:00
14.12,2025-03-10 00:39:53.629890+00:00
14.09,2025-03-10 01:39:53.117589+00:00
14.07,2025-03-10 02:09:52.864427+00:00
14.03,2025-03-10 02:39:52.637637+00:00
14.02,2025-03-10 03:39:52.191233+00:00
14.01,2025-03-10 04:09:51.967896+00:00
14.0,2025-03-10 04:39:51.713353+00:00
13.95,2025-03-10 05:09:51.553284+00:00
13.92,2025-03-10 06:09:50.899876+00:00
13.91,2025-03-10 06:39:50.438081+00:00
13.9,2025-03-10 07:09:50.320127+00:00
13.89,2025-03-10 07:39:50.071951+00:00
13.88,2025-03-10 08:09:49.936338+00:00
13.9,2025-03-10 09:09:49.277258+00:00
13.89,2025-03-10 09:39:49.066215+00:00
13.9,2025-03-10 10:09:48.924004+00:00
13.91,2025-03-10 10:39:48.747532+00:00
13.95,2025-03-10 11:09:48.491686+00:00
13.99,2025-03-10 11:39:48.171867+00:00
14.03,2025-03-10 12:09:47.868430+00:00
14.12,2025-03-10 12:39:47.643700+00:00
14.16,2025-03-10 13:09:47.397153+00:00
14.24,2025-03-10 13:39:47.050412+00:00
14.29,2025-03-10 14:09:46.793828+00:00
14.34,2025-03-10 14:39:46.495184+00:00
14.37,2025-03-10 15:09:46.249937+00:00
14.4,2025-03-10 15:39:45.963519+00:00
14.41,2025-03-10 16:09:45.812375+00:00
14.39,2025-03-10 17:09:45.546219+00:00
14.4,2025-03-10 17:39:45.454843+00:00
14.39,2025-03-10 18:09:45.265920+00:00
14.37,2025-03-10 18:39:44.766975+00:00
14.34,2025-03-10 19:09:44.670069+00:00
14.3,2025-03-10 19:39:44.522880+00:00
14.27,2025-03-10 20:09:44.302037+00:00
14.23,2025-03-10 20:39:43.961817+00:00
14.19,2025-03-10 21:09:43.705223+00:00
14.19,2025-03-10 21:12:38.088850+00:00
14.11,2025-03-10 21:39:43.520159+00:00
14.07,2025-03-10 22:09:43.205309+00:00
14.04,2025-03-10 22:39:42.982094+00:00
14.0,2025-03-10 23:09:42.773077+00:00
13.97,2025-03-10 23:39:42.527893+00:00
13.92,2025-03-11 00:09:42.192717+00:00
13.87,2025-03-11 00:39:41.900108+00:00
13.85,2025-03-11 01:09:41.622092+00:00
13.78,2025-03-11 01:39:41.401544+00:00
13.75,2025-03-11 02:09:41.150665+00:00
13.7,2025-03-11 02:39:40.861589+00:00
13.67,2025-03-11 03:09:40.674858+00:00
13.61,2025-03-11 03:39:40.615561+00:00
13.56,2025-03-11 04:09:40.473448+00:00
13.55,2025-03-11 04:39:40.366219+00:00
13.45,2025-03-11 05:09:40.021768+00:00
13.38,2025-03-11 05:39:39.764914+00:00
13.37,2025-03-11 06:09:39.557487+00:00
13.3,2025-03-11 06:39:39.322287+00:00
13.26,2025-03-11 07:09:39.097310+00:00
13.24,2025-03-11 07:39:38.899500+00:00
13.23,2025-03-11 08:09:38.699692+00:00
13.26,2025-03-11 09:09:38.223628+00:00
13.27,2025-03-11 09:39:38.002209+00:00
13.34,2025-03-11 10:09:37.759822+00:00
13.37,2025-03-11 10:39:37.542406+00:00
13.45,2025-03-11 11:09:37.363841+00:00
13.53,2025-03-11 11:39:37.229562+00:00
13.59,2025-03-11 12:09:36.939016+00:00
13.6,2025-03-11 12:39:36.662850+00:00
13.64,2025-03-11 13:09:36.378917+00:00
13.72,2025-03-11 13:39:35.961524+00:00
13.73,2025-03-11 14:09:35.608203+00:00
13.72,2025-03-11 14:39:35.330489+00:00
13.7,2025-03-11 15:09:35.052957+00:00
13.69,2025-03-11 15:39:34.858231+00:00
13.66,2025-03-11 16:09:34.585561+00:00
13.62,2025-03-11 16:39:34.333792+00:00
13.6,2025-03-11 17:09:34.143807+00:00
13.58,2025-03-11 17:39:33.893472+00:00
13.52,2025-03-11 18:09:33.537876+00:00
13.48,2025-03-11 18:39:33.419247+00:00
13.44,2025-03-11 19:09:33.121935+00:00
13.36,2025-03-11 19:39:32.880384+00:00
13.32,2025-03-11 20:09:32.690665+00:00
13.27,2025-03-11 20:39:32.524301+00:00
13.23,2025-03-11 21:09:32.314803+00:00
13.18,2025-03-11 21:39:32.112067+00:00
13.12,2025-03-11 22:09:31.899798+00:00
13.09,2025-03-11 22:39:31.563103+00:00
13.03,2025-03-11 23:39:31.035659+00:00
12.99,2025-03-12 00:09:30.730762+00:00
12.95,2025-03-12 00:39:30.500334+00:00
12.91,2025-03-12 01:09:30.282294+00:00
12.84,2025-03-12 01:39:29.985431+00:00
12.79,2025-03-12 02:09:29.746092+00:00
12.73,2025-03-12 02:39:29.414415+00:00
12.67,2025-03-12 03:09:29.151521+00:00
12.66,2025-03-12 03:39:28.854859+00:00
12.62,2025-03-12 04:09:28.534091+00:00
12.56,2025-03-12 04:39:28.303855+00:00
12.53,2025-03-12 05:09:27.961960+00:00
12.5,2025-03-12 05:39:27.877451+00:00
12.45,2025-03-12 06:09:27.617321+00:00
12.41,2025-03-12 06:39:27.319818+00:00
12.37,2025-03-12 07:09:27.011927+00:00
12.33,2025-03-12 07:39:26.789249+00:00
12.27,2025-03-12 08:09:26.453945+00:00
12.29,2025-03-12 09:09:26.114467+00:00
12.3,2025-03-12 09:39:25.892575+00:00
12.32,2025-03-12 10:09:25.634073+00:00
12.4,2025-03-12 10:39:25.447105+00:00
12.53,2025-03-12 11:09:25.185636+00:00
12.64,2025-03-12 11:39:25.017309+00:00
12.76,2025-03-12 12:09:24.667426+00:00
12.92,2025-03-12 12:39:24.481822+00:00
13.14,2025-03-12 13:09:24.197465+00:00
13.33,2025-03-12 13:39:23.777920+00:00
13.51,2025-03-12 14:09:23.596696+00:00
13.68,2025-03-12 14:39:23.389534+00:00
13.87,2025-03-12 15:09:23.084334+00:00
14.09,2025-03-12 15:39:22.911613+00:00
14.28,2025-03-12 16:09:22.688165+00:00
14.44,2025-03-12 16:39:22.365289+00:00
14.6,2025-03-12 17:09:22.195964+00:00
14.76,2025-03-12 17:39:22.032273+00:00
14.88,2025-03-12 18:09:21.614302+00:00
14.95,2025-03-12 18:39:21.348907+00:00
15.02,2025-03-12 19:09:21.169507+00:00
15.06,2025-03-12 19:39:20.933626+00:00
15.09,2025-03-12 20:09:20.699841+00:00
15.1,2025-03-12 20:39:20.520063+00:00
15.08,2025-03-12 21:09:20.323208+00:00
15.06,2025-03-12 21:39:20.062176+00:00
15.07,2025-03-12 22:09:19.825966+00:00
15.04,2025-03-12 22:39:19.603824+00:00
15.01,2025-03-12 23:09:19.373210+00:00
14.98,2025-03-12 23:39:19.172027+00:00
14.93,2025-03-13 00:09:18.900075+00:00
14.88,2025-03-13 00:39:18.639109+00:00
14.8,2025-03-13 01:09:18.230916+00:00
14.76,2025-03-13 01:39:18.014324+00:00
14.73,2025-03-13 02:09:17.680509+00:00
14.65,2025-03-13 02:39:17.466304+00:00
14.56,2025-03-13 03:09:17.363011+00:00
